ID,Description,Entry_ID,Media_IDs,Semantic_Domain,alt_translation1,alt_translation2
SN001930,"search for something with the hands, e.g. fishing",poreko,f7af6faab07099a8a19ba28dab9bc65f,activity,"buscar algo con las manos, p.ej. pescar",mit den Händen fischen
SN001931,pure; not mixed,poremo,,property,puro; sin mezcla,pur; unvermischt
SN001932,have sex,poreno,be77a411ddcf86d2b8c3ad271ec5a727,activity,tener relaciones sexuales,Sex haben
SN001933,"present, gift; sign of love",porereko,03541a8b92f9eb05e2a8fc058f7a426c,social relations; object,regalo; señal de amor,Geschenk; Liebeszeichen
SN001934,caress; do something good for somebody,porerekwa,,activity,acariciar; agradar,liebkosen; jemandem etwas Gutes tun
SN001935,believe,poreroya,23e62766f94a71933639c0b291fd3f97,activity,creer,glauben
SN001936,clink glasses,LX001184,,activity,brindar; ofrecer,anstoßen; anbieten
SN001937,without,LX001185,,quantity,sin,ohne
SN001938,clearing; cleared place,LX001185,156843be0b0e520ba7e2c12ab3847fe7,location,calvero; sitio despejado,Lichtung; geräumte Stelle
SN001939,shivering hand,LX001186,004b1dc9c75f5dc78c3b4da8d3240e68,health; body part,mano temblando,zitternde Hand
SN001940,kindhearted,LX001187,,social relations; property,piadoso,gutherzig
SN001941,superstition,LX001188,,religion & spirituality,superstición,Aberglaube
SN001942,defender; lawyer,LX001189,,human - profession,defensor; abogado,Verteidiger; Anwalt
SN001943,"thing that gives light: street lamp, skylight",poroesapesa,,object,"cosa que da luz: farol, lumbrera","Ding, das Licht gibt: Straßenlaterne; Luke"
SN001944,executioner,LX001190,,human - profession,verdugo,Henker; Scharfrichter
SN001945,lance,porokutusa,,object - hunt,lanza,Lanze
SN001946,"command, order",porokwaita,,social relations,"mandamiento, orden",Anordnung; Befehl
SN001947,somebody who has the occasion for sin; sin occasioner,poromongaipasar,,social relations; human,uno que tiene la ocasión de pecado; ocasionador de pecado,"jemand, der die Gelegenheit zur Sünde hat; Sündengelegenheiter"
SN001948,deception,porombopasa,,social relations,engaño,Betrug
SN001949,joker,poromboyarusa,,human,chacarero,Spaßvogel
SN001950,honour; respect,poromboyeroyasa,,social relations,honor; respeto,Ehre; Respekt
SN001951,teacher,LX001191,,human - profession,"maestro/-a, profesor/-a",Lehrer
SN001952,admirable thing,LX001192,,other,cosa admirable,bewundernswerte Sache
SN001953,covet,poropota,,activity,codiciar,begehren
SN001954,"desire, passion; invitation for food",poropotasa,dade35779b3ffb0077a1e4d496c3ed1b,social relations; human - emotion & cognition,"deseo, pasión; convite de comida",
SN001955,explode; thunder,pororo,f11378202e1e5de1dbf0ead3819a27d2,activity - sound,"estallar, explotar; tronar",explodieren; donnern
SN001956,GHO: general human object,poro-,4a7fa1bc9a473fc336872f833d33c3b1 ; dade35779b3ffb0077a1e4d496c3ed1b,grammatical,OGH: objeto genérico humano,allgemeines humanes Objekt
SN001957,use,poru,3a07f31a2825f102b3f8449e83e047b9,activity,usar,benutzen
SN001958,of big capacity; wide,porusu,e9d293915c287f3409b802ce176a328a,property,de mucha capacidad; ancho,von großem Fassungsvermögen
SN001959,bear the weight of the load,posaka,0dd754b1c9b56d700de74afe70e8de3d,state,soportar el peso de la carga,das Gewicht der Last aushalten
SN001960,"at the side of, beside",pose,02f391225faca87adfb03dcf6bf0ae26 ; dd5be14f9e42e77a7cb9af905e70cf86,grammatical,"en lado de, a lado de",an der Seite von; an die Seite von; neben
SN001961,be heavy; weigh,LX001193,3a13ff814b18210d7b52d2bb65e31bf7,state,estar pesado; pesar,schwer
SN001962,anxious of the hand,LX001194,dd8a36df54a17bcb9aec8aee47adca24,state,temer la mano,zurückscheuen vor der Hand
SN001963,pull hand of somebody,LX001195,edde000c83130bbfa8c4c836a11bb1e0,activity,estirar la mano de alguien,jemandem die Hand ausziehen oder austrecken
SN001964,visit,posu,3688d5707cd1af0c373ec3f09ebea6cf,activity,visitar,besuchen
SN001965,want,pota_1,555b19fbabd254f7e96b591d82e8be6a,activity,querer,wollen
SN001966,helper in a communal work,pota_2,c6d6df9f9b71b1f2b936e2253734aba8,human; social relations,ayudante en la mimga,Hilfsarbeiter
SN001967,tigthly closed hand,LX001196,0a16be8ea8682de7ddb6cb64846d8aa9,other; body part,mano cerrada; mano recia,fest verschlossene Hand; zugedrückte Hand
SN001968,flower,LX001197,f41f74c551cbd93a2c999bf56fcf4a59,plant - part; object,flor,Blume
SN001969,wash,potuka,b3d8e5e866399213eec107dd251d8546,activity,lavar,waschen
SN001970,point with hand or finger; make a signal with the hand,LX001198,857bdaeee73714f1eea5143f933af4fc,activity,señalar con la mano o el dedo; dar seña con la mano,mit der Hand oder dem Finger deuten; Handzeichen geben
SN001971,let go what the hand is holding,LX001199,,activity,largar de la mano lo que esta cogiendo,"loslassen, was die Hand hält"
SN001972,reach?; be enough for the hand,poya,08a218c4cbb1bfdf9798abd663b1df73,state,alcanzar?; ser suficiente para la mano,"erreichen?, für eine Hand reichen"
SN001973,open one's hand,poyai,fda41a288238a26cde1851e98583fafd,state,abrir la mano,die Hand öffnen
SN001974,hurry,poyava,e741efc4c94b95ef3e11b939f5eb2146 ; 2c3f9b7ca76d296c5f3694ff786d12bf,other,apuro,Eile
SN001975,slitted hands,poyeka,ddbdef526007e8ad41bc1633db04f48d,body part,manos rajados,aufgeschlitzte Hände
SN001976,untwined,poyera,5eec4f5fe120b649954fe7085f95433e,state,desatado,aufgedreht
SN001977,twist thread,LX001200,1d255acf4d696eb9369e5e019134bfc4,activity,girar hilo,Faden drehen
SN001978,twisted thread,LX001201,1d255acf4d696eb9369e5e019134bfc4,object,hilo girado,gedrehter Faden
SN001979,both hands,poyovai,c0053e234f00c618adc69a30cb06311d,body part,ambas manos,beide Hände
SN001980,with two hands,LX001202,,manner,con dos manos,mit zwei Händen
SN001981,open hand; handful,LX001203,4abffb8b47b04ce56f6a4af1b97349f8,body part; quantity,"mano abierta; puñado, manojo",offene Hand; handvoll
SN001982,reach out one's hand and hold the hand of the other,LX001204,e1d1d3e4298448b0e311ea242b37231d,activity,estirar la mano de uno mismo y agarrar la mano de otro/otra,jemandem die Hand ausstrecken und die andere Hand festhalten
SN001983,fingernail,LX001205,3307443f11eb6bed29e055c2a5ac10a7,body part,uña de la mano,Fingernagel
SN001984,strike somebody's hand,LX001206,9cb77567e0ad9182e8f7a0415f3b2ab5,activity,acertar la mano de alguien,jemanden bei der Hand treffen oder erwischen
SN001985,wad; wrist; knob,LX001207,2ee4b84f9d88a079bc9537957384243e,body part; object,muñeca; puño,"Handgelenk; Knauf, Knäuel"
SN001986,take off the hand,LX001208,02439975d4cf5017a0cc2024f092a652,activity,quitar de la mano,aus der Hand nehmen
SN001987,live like sombody,LX001209,,activity,vivir como alguien,leben wie jemand
SN001988,give or show gratitude; recompense; restitution,LX001210,1c6f950cee39c225d9f275371f07c97d ; 13212cc13e45295ec7b2c4b261e2697a,activity,dar gracias; recompensa; retorno,Dank; Vergeltung; Rückgabe zeigen
SN001989,reach into,LX001211,1e452c6650f1f1354ff3be450485bace,activity,meter la mano,hineingreifen
SN001990,"kiss hand, lit.: smell hands",LX001212,ce1fdbfa9f77325547200efb19482cf4,activity,"besar la mano, lit.: oler la mano",die Hand küssen; wörtl.: an der Hand riechen
SN001991,thin,LX001213,c4898f8e13f273af6cd353ff93f670cd,state - size & shape,delgado,dünn; Falte; kleine Falten in der Wäsche und im Gesicht
SN001992,wrinkle,LX001214,c4898f8e13f273af6cd353ff93f670cd,body part; other,arruga,Falte
SN001993,pearl,LX001215,6cf4f3a8b73a9b7cf343e967909d6d1b,object,perla,Perle
SN001994,respect; adore; admire,LX001216,d5fb156ca859a205789614e6b53f2b5d,activity,venerar; admirar; respetar,verehren; achten; respektieren
SN001995,pluck,LX001217,ab36bdfe2ee620b7e5df3c3d37bf4339,activity,arrancar,abreißen
SN001996,stop crying,LX001218,f6f371de65e8835d25c8ce4a00f2fb40,activity,dejar de lorar,aufhören zu weinen
SN001997,COMP: comparative prefix,po-_5,ddf3622466266d5f642b469d7935c708,grammatical,COMP: prefijo comparativo,Komparativ
SN001998,spin,LX001219,cf12ce0c585464564c54383fd10a16fa,activity,hilar,spinnen
SN001999,scarce,LX001220,a9ad3e7c6d5ead048daf4cab3670d8a9,state,ralo,spärlich
SN002000,medicine,LX001221,0636a546135b52f4226243a96198fa09,health,remedio,Medizin
SN002001,cure,LX001222,77486755c5dbf7063d6b7501064fae90,activity,curar,heilen
SN002002,slingshot,LX001223,412d34186bb0d5601d121a99bd00e2dd,object - hunt,resortera,Steinschleuder
SN002003,"perforate, make a hole",pu_1,536118705f028c686412bd0d062adf13,activity,"perforar, hacer hueco",ein Loch machen
SN002004,noise,pu_2,642340a4a7fdfc4e95050f51ded5d669,sound,ruido,Lärm
SN002005,laugh; smile,puka,364ec5508ba56be242fd4c06c2033509,activity,"reír, sonreír",lachen; lächeln
SN002006,long,puku,bf2df906bf9d00887e128a74c768e533,property,largo,lang
SN002007,round thing; oedema,punga,5a1a6f722c8eaaf9d10c997582ce5f14 ; 22d9e116d2382e7606253598695bdd9f,health; other,algo redondo; edema,Rundes; Ödem
SN002008,boil,pupu,f0a5313e200c7a6501f58e5ad2432f7f,activity,hervir,kochen
SN002009,crack,puru,1ab85f414f627a393a56a0f4f0fe85b0,activity - sound,crujir,krachen; knacken
SN002010,fog,LX001224,e739041f1d07b08f1d8c333bd79b5448,weather,neblina,Nebel
SN002011,proud,puruyukai,2e542ea6b9b748416e29e693105eca34,state,orgulloso,stolz
SN002012,pregnancy; gestation,LX001225,f80e91a05b5b0e624a225c010f078a8f,health,"embarazo; gestación, preñez",Schwangerschaft; Trächtigkeit
SN002013,"belly button, navel",LX001226,e739041f1d07b08f1d8c333bd79b5448,body part,ombligo,Bauchnabel
SN002014,stand up,LX001227,8915ba5c78a3b22336911b476d7cc254 ; e6a453ee56809807abe06679b551063e,activity,levantarse,aufstehen; sich erheben
SN002015,release,ra_1,956a3ce5a1aec0ead29547924dba7ce4,activity,soltar,lösen
SN002016,beard; hair; fur,ra_2,78699200177dc16e3d2f7730173560bd,body part,barba; pelo; pellejo,Bart; Haar; Fell
SN002017,"MIR: mirative particle, used to express astonishment",ra_3,d66acff5b38ab986e8ea54a760639776,grammatical,"MIR: partícula mirativa, usada para expresar asombro","Mirativpartikel, drückt Verwunderung aus"
SN002018,modal particle of certainty or insistence: well; so; really,rae,6f70070332ff32720784fd8dd647309e ; 1cb2889bae3b34f20bb9f352ce0bd247 ; a4c16f7044d2c8ef8a6fb3ada68bf078,grammatical,partícula modal de certeza o insistencia: entonces; pues; realmente; cierto,"Modalpartikel der Sicherheit und des Nachdrucks, auch in Fragen gebraucht: doch; wirklich"
SN002019,roast,raimbe_1,,activity,tostar,rösten
SN002020,sharp; rough,raimbe_2,,state,áspero; filo,"rau, scharf"
SN002021,nest (of birds),LX001228,,animal - house,nido (de las aves),Nest (Vogelnest)
SN002022,tooth; fang,LX001229,74ca4f208a29e87ebb6138adaf56d997,body part; animal - body part,diente; colmillo,Zahn; Hauer
SN002023,toothpick,LX001230,,object,"mondadientes, palillo de dientes",Zahnstocher
SN002024,relative (brother) of woman,LX001231,8d30689d7e15d6c29736a49c93345de5,kinship,pariente (hermano) de mujer,Verwandter (Bruder) einer Frau
SN002025,foggy rain,LX001232,46555d4a29323298c00c8216ad506835,weather,lluvia que parece neblina,nebelähnlicher Regen
SN002026,drunk (obsolete word); noise,LX001233,,state,borracho (palabra obsoleta); ruido,betrunken (veraltetes Wort); Lärm
SN002027,belly; front,rakape,a564f1febcbf0f909dca26f67d54bd32,body part,parte frente; barriga,Bauch; Vorderteil
SN002028,sweat,rakuvo,aed8a0c3bbe5b9218b10816f0a7ced6b ; c816320f28f7e48ed0cb6b4d6ec670fe,state,sudar,schwitzen
SN002029,something pointed; nail,LX001234,dd7fa059794624520fd3714ca8c0e336,size & shape,algo agudo; clavo,etwas Gespitztes; Nagel
SN002030,future particle for nouns,ramo_1,4d9a7ecea6542771d31663e74179bb7e,grammatical - tense,partícula de futuro para sustantivos,Futurpartikel für Substantive
SN002031,proximate past: just,ramo_2,7757809053905d1da52a2920d9daab8d,grammatical - tense,pasado próximo: aún; ahoringa,nahe Vergangenheit: soeben; erst; gerade; frisch
SN002032,simultaneous: while; when; since,ramo_3,dbe4e90bbf6adb7a4f349c0fa031a484,grammatical,simultáneo: mientras; en cuanto a; cuando; desde; por,simultan: während; sobald; seit; indem
SN002033,while; when; from ... on,LX001235,,grammatical,mientras; luego que; desde,"während; sobald, seit"
SN002034,first; one time; before; still,rane,d2f6d144aa65102ff5c8b6ad4b7471bf,grammatical,primero; una vez; antes; todavía,erst; erst einmal; einmal; vorher; noch
SN002035,while,raneve,215e127e69e019f5fee7b8c292162675,grammatical,mientras,während
SN002036,half; not really; not completely,ranga,e9b6684120907bf005b8f86431227a69,grammatical,medio; más o menos; no por completo,halb; nicht wirklich; nicht ganz; leidlich
SN002037,frustrative particle,rangwer,7717e4f3332c293fda105d2b2093cc48,grammatical,particula frustrativa,Frustrativpartikel
SN002038,smell,rao,44e841364d92b1f55148a015f221b16c,property,olor,Geruch
SN002039,bow,rapar,0bb33fc77df0b7b55e295d2e5382ae08,object - hunt,arco,Bogen
SN002040,way,raper,f7b9e07a89d167ba871dab36093f2169,environment,camino,Weg
SN002041,of the same group; of the same species or sex,rapichar,59f2c3f2edf79594375d95aded4146b3,other,del mismo grupo; del mismo género o sexo,aus derselben Gruppe; von der gleichen Gattung; vom selben Geschlecht
SN002042,disreputable woman,LX001236,4b2569c1029f0774023389c6d9583f32,social relations; human,mujer deshonrosa,unehrenhafte Frau
SN002043,genitals (male),LX001237,5e1692570610f77a1496ba994202a4ca,body part,genitales (del hombre),Geschlechtsteile (des Mannes)
SN002044,raceme; cob; fruit bunch,LX001238,ddf1ed29cf8f87af00f685769210e9d1,plant - part,racimo; mazorca; penga,Fruchtzweig; Fruchtdolde
SN002045,wait,LX001239,,activity,esperar,warten
SN002046,"aching, pain",LX001240,a50b4a77e38da89e0e33777668aab756,health,dolor,schmerzend
SN002047,"tired, exhausted, feel run down",LX001241,dd3ccb1a800be021628d46908f432114,state,"cansado, agotado, fatigado",müde; zerschlagen; abgemattet
SN002048,take away; steal,raso,ba2aef0967e1fd818d1772b4dc380e38 ; 82af1c7ad19ddcc77ee482c213afedf4,activity,llevarse; robar,forttragen; mitnehmen; stehlen
SN002049,cheek,LX001242,ae76815dd02031ee85bd8a3c45eeb9ed,body part,mejilla,Wange
SN002050,interjection of doubt,rau,918ba54572a168a156362608c1d34cf9,other,interjección de duda,Interjektion des Zweifels
SN002051,lower jaw,LX001243,715d9b5134b4e73eba7d95d8cba48587,body part,mandíbula inferior,Unterkiefer
SN002052,daughter of a man,LX001244,77ca9889bafc18267b7660df76e0c574,kinship,hija de un hombre,Tochter eines Mannes
SN002053,nerve; vein,rayu,1a8b3a2db7b8b2958e5efff9bbfb6710,body part - organ,nervio; vena,Nerv; Vene; Ader
SN002054,image; measure; signal; similarity,LX001245,7bb5a985a0fe47624c68a2159cc0e647,other,imagen; medida; señal; semejanza,Bild; Maß; Signal; ähnlichkeit; Ebenbild
SN002055,seed,LX001246,bb06cfe059540f0342b451579feefd69,plant - seed,semilla,Same
SN002056,guard,LX001247,506d589e5c3eefe55cce768555876ada,activity,"guardar, espiar",behüten
SN002057,thorn; horn; sting; fork,LX001248,eeddafe4cd9cfb87e0c464934fbe3e18,object; animal - body part; plant - part,espina; cacho; aguijón; tenedor,"Dorn, Horn, Stachel, Gabel, Spieß"
SN002058,cog mark,LX001249,,other,huellas de los dientes,Zahnradspuren
SN002059,clamour; howl; ululation,LX001250,392cd592fc63e4304e2bb4d4b31b03d0,action; human - communication; sound,gritos; quejas; lloriqueo,"Schreien, Jammern, Heulen"
SN002060,something to measure weight or length; measure; balance,LX001251,1a8739d708d348e0e822f5b0c933c68b,object,algo para medir peso o longitud; balanza; medida,"etwas, um Gewicht oder Länge zu messen; Waage; Meterstab"
SN002061,"after, afterwards",re_1,0624ad28dc8f40982aa4e2d279af31f4,grammatical,después,nach; nachher; nachdem
SN002062,apart,re_2,53a16e4f72271651c316d0032f89b34e,location,aparte,abseits
SN002063,younger sister of a man,LX001252,1da055c8358ec5bb2d3224d1e64ec8b0,kinship,hermana menor de un hombre,jüngere Schwester eines Mannes
SN002064,domesticated animal,LX001253,89e746cdc0fba798dfc15be780877ea8,animal,animal doméstico,Vieh; Haustier
SN002065,stingy,LX001254,bfde9cb2f99803a9e2acb7e82ade39ca,property; human; social relations,"mezquino, tacaño",geizig
SN002066,have; possess; treat; keep,reko_1,bd52f51e47a9928f69a918ddc574ba9a ; 4f1ddddccdbb0e589e033b9146ba1b64,activity,tener; poseer; tratar; mantener,haben; besitzen; behandeln; behalten; bewahren
SN002067,essence; being; life; existence,reko_2,e77107e860768fcebb830be114dec7e4,property,sustancia; ser; vida; existencia,Wesen; Sein; Form; Leben; Existenz
SN002068,live with; have; keep,rekove,0ead2842cf92513878f235878ee99442,activity,convivir; tener; mantener,leben mit; haben; behalten
SN002069,life; soul,rekovesa,0ead2842cf92513878f235878ee99442,health; religion & spirituality; human,vida; alma,Leben; Seele
SN002070,place; place of residence or place where something is located,rekwa,f23996dbcb9325d1dd4ce85510071f80,location,lugar; lugar de residencia o lugar donde se encuentra algo,Ort; Wohnort; wo etwas ist oder sich befindet
SN002071,really,remi,4f24c7c848045c17cce3a283a185c61a,other,de verdad; realmente,durchaus; in der Tat; wirklich
SN002072,lie,remira,d155b6cad3d20bb5feb88d3fd989c109,social relations; human,mentira,Lüge
SN002073,"food, for eating",LX001255,,food & drink,"alimento, para comer","Essen, zum Essen"
SN002074,itch,remo,63c52d3dc5307ee191a45f0b35f47a7c,health,picadura,Jucken
SN002075,edge; field edge; riverbank,LX001256,5a582745cd17d7bfb7718c271fbc832e,location; environment,"borde; lindero; orilla, ribera",Rand; Saum; Rain; Ufer
SN002076,prey; victim,rembiar,6bd7a7767b69348e4551c1c6a577d423,object - hunt; social relations,presa; víctima,Beute; Opfer
SN002077,wife,rembireko,374b69f24712e6f9016234de44b784a0,kinship; human,esposa,Ehefrau
SN002078,food,LX001257,88a39dd7fdef80dbf2e916a54b371da6,food & drink,comida,Essen; Speise
SN002079,be profound; be contemplative,LX001258,2d7076d694c0965d65df02ac630f8e69,state,estar profundo; estar pensativo,tiefsinnig sein; grüblerisch sein
SN002080,knee,LX001259,6ee774afd86c308bd66757b49df8c6ae,body part,rodilla,Knie
SN002081,before,renonde,15f2f8e5b36d151128d755e5fc13d106,location,delante,vor
SN002082,seat,renda,dba6b65b03b504009b01446985e7eeeb,object,asiento,Sessel; Sitz
SN002083,position,rendagwer,6f16a783102855d4c7a970f819c9e56d,social relations; location,puesto; cargo; sitio; lugar,Posten; Position
SN002084,saliva,LX001260,9fa2cddcae6c995dbdcfa3ca06445c11,body part - liquid,saliva,Speichel
SN002085,sense of hearing,rendusa,a8e8c017c89387b69af625e196a23ace,body function,oído,Gehörsinn
SN002086,cicatrice,repere,83448a2a6d67d4a06aab59ebd6667714,health,cicatriz,Narbe
SN002087,price; payment; value,LX001261,5fddfe5cf8e0194bfa9fe7d1221f4305,other,precio; pagamiento; valor,Preis; Zahlung; Wert
SN002088,uncertainty particle: maybe; in answers: who knows,repo,eaa4327b6d97eff4b35263ea01f24b19,grammatical,partícula de inseguridad: quizás; en respuesta: quién sabe,Partikel zum Ausdruck von Unsicherheit: vielleicht; in Antworten: wer weiß
SN002089,urge to defecate; excrement,repochi,e8c9e8495ac9074db68000a3eff78b65,body function; health,pujo de defecar; excremento,"Stuhldrang; Stuhlgang, Kot"
SN002090,name,rer_1,85fd8d1fe1816171a6d511341c8dac97,social relations; human,nombre,Name
SN002091,because of; by,rereko,,grammatical,por; por culpa de,wegen
SN002092,official; chief,rerekwar,1c8692249959e261afa566c26347b7fe,social relations; human - profession,jefe; funcionario,Beamter; Vorsteher
SN002093,eye; vision,resa,d5fce35802e4b0e4a10104dd03677152,body part; body function,ojo; vista,Auge; Blick
SN002094,eyelashes,LX001262,,body part,pestañas,Wimpern
SN002095,circumstantial: concerning; by; with; because of; against,rese,19eabedb4edcc1fd92d7da94690cce66,grammatical,circunstantivo: en cuestión; por; por causa; con; en contra,bezüglich; betreffend; durch; mit; wegen; gegen
SN002096,opposite; face to face,resei,c457912c5bac0352544934d56997b04e,grammatical - locative,enfrente,gegenüber; vís á vís
SN002097,relating to; belonging to; from,resendar,14c51e27b75c1b9208680a7f386dd773,grammatical,en relación a; perteneciente; de,bezüglich; zugehörig
SN002098,with; together,resevo,,grammatical,con; juntamente,mit; zusammen
SN002099,many,reta,8ca598f51c6dc0d8daeef0d681ee67b1,quantity,muchos,viele
SN002100,house,LX001263,04f0ff8c0564c843a54d4dec2c7be58a,construction,casa,Haus
SN002101,body,rete,5d23fe8cb510167c6dbdcb90021543aa,body part,cuerpo,Körper; Leib
SN002102,leg; foot,LX001264,49db2a8f2b606c37b3b2ad4f86f5a3a0,body part,pierna; pie,Bein; Fuß
SN002103,cheek,retovape,07a826c9b5d25cdb09ed594a404903a5,body part,mejilla,Wange
SN002104,vanilla,reu,5c0751c05d2992361c2d28a23cbf30ff,plant; food & drink,vainilla,Vanille
SN002105,particle of uncertainty: maybe,revo,9c254606259c25c0ed3cface356c23d4,grammatical,partícula de incertidumbre: de repente; será,Unsicherheitspartikel: vielleicht
SN002106,whisper; speak quietly (into the ear of the other),revovo,bcbeb1edd9ce69ccec5e63ff8bdb83c3,state,"cuchichear, susurrar; hablar en voz baja (en el oído de otro)",flüstern; leise (jemandem ins Ohr) sprechen
SN002107,leave; abandon,reya,96962caddaae0495f024960a35b4c318,activity,dejar; abandonar,verlassen
SN002108,out of mind,LX001265,81cf6ea69e11a3ea9c61958593588a2f,state,loco,von Sinnen
SN002109,"smell bad, stink",LX001266,4692dd0e44edf7a76190adaa10cd9651,state,apestar,stinken
SN002110,soup; juice,rikwer,83f10ca9e3502a6d61200a53998e99d7,food & drink,sopa; jugo,Suppe; Saft
SN002111,"nephew, son of the sister of a man",LX001267,62e8c7e93ac2cb6c4a0aad5b3de1acca,kinship,"sobrino, hijo de la hermana de un hombre",Neffe; Sohn der Schwester eines Mannes
SN002112,flood plain,LX001268,7b7cfb9c0ad18033b4f4c5e3a9b2be3c,environment,zona de inundación,überschwemmungsgebiet
SN002113,rustle of water,LX001269,a9664dba3c3cb56435f469b31ee04a81,sound,murmurar de agua,Rauschen des Wassers
SN002114,diarrhoea,LX001270,0ea099775e69c931eaaf98d27863ac18,health,diarrhea,Durchfall
SN002115,belly; abdomen,LX001271,d29d6b1cc569199c9492d2194c38c7f8,body part,barriga; abdomen,Bauch; Unterleib
SN002116,older brother of a man,LX001272,f4a99a7ad97a63df2adaa4c72fd5bb3e,kinship,hermano mayor de un hombre,älterer Bruder des Mannes
SN002117,reputation,LX001273,d5f2f7ced84f8df2aef0b96a078cc997,social relations,reputación,guter Ruf
SN002118,tremble,LX001274,b752888bef899bc64ebaa7c8c1683b82,state,temblar,zittern
SN002119,house; dwelling,ro_1,a4680f7da30d935b0f2b4a3661867501,construction,casa; vivienda,Haus; Wohnung
SN002120,bitter,ro_2,af5794e5357445baa3b3e052fbd63366,state,amargo,bitter
SN002121,fall with something; incline,roa,e8e454d245ea23ae8463dbed5871a852,activity,caer con algo; ladearse,mit etwas fallen; sich zur Seite neigen
SN002122,put a nail,roesa,,activity,poner un clavo,nageln; annageln
SN002123,skirt; thing bought,LX001275,,clothes; object,falda; algo comprado,Rock; etwas Gekauftes
SN002124,"despise, hate, the opposite of prefer",LX001276,863ee946c608bd6301a20fa1d5b96c2b,activity,"despreciar, aborrecer, el contrario de preferir",verachten; geringschätzen; das Gegenteil von bevorzugen
SN002125,dislocate; transfer,rokaka,e027f4733b01a2b0d54637f5ebe076f4,activity,mudar cosas de a poco; trasladar,verlagern; umsetzen
SN002126,take away; steal; buy; take,rokwa,8c5bae0ef581e6a2b0c30c3116ea4377 ; 6d88910d45c887deec9875a5592f1a2c,activity,comprar; agarrar; robar; llevar,wegnehmen; stehlen; kaufen; packen
SN002127,torture,rokwaivi,206101b577f4bfab6f5acc68c3ead557,activity,torturar,quälen; peinigen; schlecht behandeln; verwunden
SN002128,mistake,ropa,9981750c3c2bc4a353ad2d1efb260e4d,human - emotion & cognition,error,Irrtum; Verwirrung
SN002129,"show, present",LX001277,ff36985991c335ce5e6c1c3e05be86d0,activity,mostrar,zeigen; darbieten; vorlegen
SN002130,happy; enjoy,LX001278,ec7d08922c60f43b36850ceca6158104,state,contento; disfrutar,froh; fröhlich; heiter; sich erfreuen; sich ergötzen
SN002131,turn around; turn; change; deplace,rova,87b8dba5872de2791866393940e3828a,activity,volver; dar vuelta; cambiar; desplazar,"wenden; drehen; ändern; versetzen; umspannen, kopieren"
SN002132,opposite; in presence,rovai,fa989e50c0df5d28ccbd547c75e6eb65,location,enfrente; en presencia,gerade vor einem; gegenüber; in jemandes Gegenwart
SN002133,look up; lift one's head; with the face up,LX001279,7fe130da4aeaabcab6e28cbe90b12051,state,mirar arriba; levantar la cabeza; estar con la cabeza arriba,aufwärts blicken; den Kopf hochhalten; das Antlitz nach aufwärts haben
SN002134,blessing,rovasa,bf9cb07d4b08fefcc007012729187e2b,religion & spirituality,bendición,Segen
SN002135,brother-in-law; sister-in-law; father-in-law; mother-in-law,rovayar,2ceac6169a097ad5d0ea32b8824505a8,kinship,cuñado; cuñada; suegro; suegra,Schwager; Schwägerin; Schwiegervater; Schwiegermutter
SN002136,"approach, get closer",LX001280,98ed6f47ade635d01c25307914409309,activity,acercarse,sich nähern
SN002137,blue,LX001281,,colour,azúl,blau
SN002138,whisper with somebody,rovovo,6f4773cda8451377694f3c65a9ce20ac,activity - speech,"murmurar con alguién, hablar en secreto con alguien",mit jemandem flüstern
SN002139,believe; obey,roya,b6f7b881ee9feb8c2761dfc271c6b900,activity,creer; obedecer,glauben; gehorchen
SN002140,ascend taking something,royeupi,10c693e7f8a3b7e35aeb00bd00a16d44,activity,subir llevando algo,mit etwas emporsteigen
SN002141,bring back,LX001282,b1e297d0a4fedcbb591a3f4112565342,activity,devolver (traer),etwas zurückbringen
SN002142,put down; incline; lower; take down,LX001283,65946be744b073a6d507974af8b3407b,activity,bajar; poner abajo; inclinar; descolgar,niederlegen; neigen; herunterholen
SN002143,cold; shivering; fever; malaria,LX001284,610b91bda1e6c1c00046affec00a641d,weather; health; property,frío; escalofríos; fiebre; malaria,"Kälte, Schüttelfrost, Fieber, Malaria"
SN002144,cold; freshness,LX001285,aaeb7c5541a1f452d601b0a005f458b7,weather; property,frío; fresco,Kälte; Frische
SN002145,take something swimming,LX001286,,activity - motion,llevar algo nadando,"schwimmend etwas mitnehmen (Balken, Person, Last)"
SN002146,flesh; meat,LX001287,daee6c3cf4d892bcd57b97fa617fc269,body part; food & drink,carne,Fleisch
SN002147,"bear, endure, undergo; overcome",LX001288,b22929083ccac536b9f675b452a112a4 ; 58b8bb225297819ecd357e5f192f3ce5,activity,"aguantar, soportar; superar",erdulden; ertragen; dulden; überstehen; aushalten; Geduld haben
SN002148,CCOM: causative comitative prefix,ro-,c8648d4479e01dd6bfb0189c51ec95e7,grammatical,CCOM: prefijo causativo comitativo,Kausatives Komitativpräfix
SN002149,bring; come with something,ru_1,133cafdab485cdf104a2979f4e333451 ; eef84deedb7fa786d6d8a5701b80c131,activity,traer; venir con algo,bringen; mit etwas kommen
SN002150,"come, irregular verb",ru_2,fa824c103613a51bfc4fa263ba252461,activity,"venir, verbo irregular",kommen
SN002151,father,ru_3,3b70873ddb901ed9a8279b03da6a8c17,kinship,padre,Vater
SN002152,spawn,ru_4,dfd85263ffb839f3c393b12f1ee26d66,animal - offspring,lecha,Fischeier; Laich
